"mss","mu0","phi0","ppEffCrit","ppFutCrit","pmp","n1_targ","n2_targ","futOnly","enrScale","numAlt","trr1","trr2","trr3","trr4","trr5","rr1","rr2","rr3","rr4","rr5","FWER","nerr","fut1","fut2","fut3","fut4","fut5","aveSS1","aveSS2","aveSS3","aveSS4","aveSS5","medSS1","medSS2","medSS3","medSS4","medSS5","minSS1","minSS2","minSS3","minSS4","minSS5","maxSS1","maxSS2","maxSS3","maxSS4","maxSS5","aveSSovr","PM1","PM2","PM3","PM4","PM5","SP1","SP2","SP3","SP4","SP5","PP1","PP2","PP3","PP4","PP5","BIAS1","BIAS2","BIAS3","BIAS4","BIAS5","MSE1","MSE2","MSE3","MSE4","MSE5","aveDur","esProb1","esProb2","nbCont1","nbCont2"
4,0.45,1,0.985,0.275,2,7,16,1,1,0,0.15,0.15,0.15,0.15,0.15,0.008036,0.007976,0.008096,0.00834,0.008164,0.038168,1.06403269754768,0.777672,0.779064,0.777368,0.777208,0.777336,10.937568,10.9241,10.948092,10.933752,10.945404,8,8,8,8,8,4,4,4,4,4,43,43,44,44,43,54.688916,0.148403656601943,0.148398176429878,0.148686838984214,0.148768832402694,0.148634321045657,0.119944611662046,0.119880726831926,0.120367093577265,0.120481811246328,0.120341011938775,0.447360214692966,0.447132986243799,0.448163171425326,0.448261546026868,0.447846742247376,-0.00159634339805763,-0.00160182357012356,-0.00131316101578654,-0.00123116759730717,-0.00136567895434544,0.00415822178951425,0.00415542294569293,0.00416802418400319,0.00420853421910378,0.00418162175853544,8.35738728784664,0.419272,0.580728,1.10306,1.07074
4,0.45,1,0.985,0.275,2,7,16,1,1,1,0.45,0.15,0.15,0.15,0.15,0.735832,0.012696,0.012484,0.012972,0.012516,0.047944,1.05681628566661,0.158072,0.701548,0.701996,0.701768,0.699524,19.55,12.156736,12.151952,12.152336,12.194408,22,9,9,9,9,4,4,4,4,4,48,43,41,47,50,68.205432,0.404593940757823,0.157083397737572,0.15691705405218,0.156947877760516,0.157058249730588,0.432407455799996,0.115861571359682,0.115685039117634,0.115684384574188,0.115983153406264,0.916117156345091,0.469652091398158,0.46900882516017,0.469003243463601,0.469593429069154,-0.0454060592421755,0.00708339773756974,0.00691705405218139,0.006947877760516,0.00705824973058731,0.0242392188037624,0.00486995286342016,0.00486380420315363,0.00488235318133072,0.00487830184388344,10.2737387516899,0.180092,0.819908,1.948328,1.250592
4,0.45,1,0.985,0.275,2,7,16,1,1,2,0.45,0.45,0.15,0.15,0.15,0.79474,0.794888,0.017376,0.017464,0.01794,0.05012,1.05307262569832,0.112032,0.111344,0.636148,0.63528,0.636904,20.772164,20.792964,13.204676,13.217508,13.19618,22,22,10,10,10,4,4,4,4,4,51,48,49,47,46,81.183492,0.417268468030248,0.417154273790521,0.163675230339959,0.163758253540289,0.163786128635174,0.432881135952312,0.432736448078794,0.113854319416589,0.113963410637094,0.113898721661454,0.937361770191733,0.937739644256076,0.485474056007373,0.485850016915218,0.48557147519728,-0.0327315319697603,-0.0328457262094835,0.0136752303399583,0.0137582535402888,0.0137861286351766,0.0178884099090437,0.0178233889829972,0.00559413002450403,0.00561298121663049,0.00565304590907318,11.0113971848208,0.087356,0.912644,2.7582,1.225884
4,0.45,1,0.985,0.275,2,7,16,1,1,3,0.45,0.45,0.45,0.15,0.15,0.834136,0.831464,0.832444,0.025424,0.025376,0.048188,1.05420436623226,0.083268,0.084032,0.08392,0.578736,0.577932,21.419264,21.395376,21.416652,14.11958,14.134896,22,22,23,11,11,4,4,4,4,4,47,49,47,45,47,92.485768,0.426776485430735,0.42622047785668,0.426536149299547,0.171209741981643,0.171126958215032,0.435316081471366,0.434651148842571,0.435029007346304,0.112937686826217,0.112898334583281,0.950536945078177,0.949978372457782,0.95043529643617,0.50395237338811,0.5037552533383,-0.0232235145692665,-0.0237795221433232,-0.0234638507004517,0.0212097419816423,0.0211269582150293,0.0142131026529633,0.0143068737736218,0.0142337219569245,0.0066166798173762,0.00663254083018027,11.2762400399171,0.055084,0.944916,3.464148,1.043268
4,0.45,1,0.985,0.275,2,7,16,1,1,4,0.45,0.45,0.45,0.45,0.15,0.866556,0.865848,0.86764,0.866312,0.042724,0.042724,1,0.062912,0.063344,0.062688,0.063216,0.51172,21.72906,21.718848,21.738972,21.717636,15.087712,23,23,23,23,13,4,4,4,4,4,52,51,48,50,46,101.992228,0.435162590807172,0.435075429986953,0.435075710087032,0.43505641742476,0.1840631368343,0.438402668639985,0.438285261667903,0.438251217270587,0.438289002250679,0.114043405407719,0.960651655242838,0.960490232466605,0.960865912525415,0.960430624575613,0.533392806573473,-0.0148374091928269,-0.0149245700130479,-0.0149242899129658,-0.0149435825752423,0.0340631368343009,0.0118005211086312,0.0118274146848506,0.0117159687680194,0.01181189961176,0.00876828389556142,11.321126534467,0.049056,0.950944,4.059224,0.72704
4,0.45,1,0.985,0.275,2,7,16,1,1,5,0.45,0.45,0.45,0.45,0.45,0.90164,0.902132,0.902316,0.90254,0.902612,0,0,0.047328,0.047456,0.04776,0.047684,0.047056,21.125316,21.126788,21.130596,21.120356,21.145964,22,22,22,22,22,4,4,4,4,4,48,50,48,48,49,105.64902,0.447818562444647,0.447900149045908,0.447615235733236,0.447823257524007,0.447929612089216,0.445085411107469,0.44520351030869,0.44482534664801,0.445090946990138,0.445317086271487,0.969716992162461,0.969665490683524,0.969431527689563,0.969381204386587,0.969959500217643,-0.00218143755535181,-0.00209985095409272,-0.00238476426676602,-0.00217674247598867,-0.002070387910786,0.0102325692277305,0.0102353138924814,0.0102488732093619,0.0102966697088128,0.0101618316180838,10.9209673116513,0.099364,0.900636,4.287092,0.251476
4,0.45,1,0.985,0.275,2,7,16,1,1,3,0.05,0.15,0.25,0.35,0.45,4.8e-05,0.02024,0.189104,0.516032,0.800352,0.020272,1.00078926598264,0.90066,0.646792,0.406792,0.230852,0.117004,8.998412,13.041168,16.753356,19.292412,20.779368,8,9,19,21,22,4,4,4,4,4,40,43,51,49,46,78.864716,0.112986614603756,0.163601716477747,0.23636777206923,0.320057940447163,0.406834458868869,0.0361231225891562,0.113784807803731,0.209116737983702,0.317348175578706,0.431835172747432,0.304339525682011,0.489508591793192,0.698651718465439,0.852527610140669,0.937570976385332,0.0629866146037551,0.0136017164777474,-0.013632227930769,-0.0299420595528342,-0.0431655411311253,0.00659572854864445,0.00599069902162126,0.0108099835579173,0.0155135365441971,0.0183322204405743,11.0136355430977,0.088216,0.911784,2.612484,1.172124
4,0.45,1,0.985,0.275,2,7,16,1,1,4,0.15,0.3,0.3,0.3,0.45,0.030676,0.395612,0.395656,0.39634,0.833572,0.030676,1,0.590488,0.267668,0.268684,0.267696,0.094956,13.939148,18.993552,18.96798,18.995856,21.532172,10,21,21,21,23,4,4,4,4,4,44,52,51,48,54,92.428708,0.17988872366129,0.284347668051726,0.284022247426578,0.284216802107583,0.404054823725529,0.112965523836979,0.263895064701388,0.263469356573966,0.263753794459998,0.431421242408968,0.563831485423677,0.827327729485564,0.826460537092666,0.826978422034223,0.952642014364199,0.0298887236612873,-0.0156523319482773,-0.015977752573424,-0.0157831978924193,-0.0459451762744718,0.00616749809290793,0.0105407763893127,0.0105420896852959,0.01053650991546,0.0155565829570506,11.3814875086534,0.041656,0.958344,3.462008,1.458652
4,0.45,1,0.985,0.275,2,7,16,1,1,3,0.15,0.15,0.3,0.3,0.3,0.020124,0.019836,0.335352,0.335556,0.335676,0.038736,1.03159851301115,0.659096,0.6586,0.330724,0.331428,0.329492,12.853384,12.863696,17.964976,17.955068,17.986148,9,9,21,21,21,4,4,4,4,4,47,45,45,47,50,79.623272,0.169469454805935,0.169346123210133,0.266172871087442,0.266181491305818,0.266233173703538,0.114486394999451,0.114317688028797,0.25998695703141,0.259943448046263,0.260069167503004,0.53604561510881,0.535704441030463,0.798690104153489,0.798367248390046,0.798889103035257,0.0194694548059358,0.0193461232101307,-0.0338271289125579,-0.0338185086941789,-0.03376682629646,0.00503534261223159,0.00502053772197016,0.0112778785896297,0.0113165531625707,0.0112730201505723,10.953281367063,0.095352,0.904648,2.661064,1.644116
4,0.45,1,0.985,0.275,2,7,16,1,0.5,0,0.15,0.15,0.15,0.15,0.15,0.00776,0.007872,0.008324,0.007756,0.008084,0.037436,1.06304092317555,0.777148,0.777428,0.776876,0.776636,0.776212,10.958888,10.941096,10.95188,10.961748,10.9635,8,8,8,8,8,4,4,4,4,4,43,45,45,42,43,54.777112,0.148462946913583,0.148713756093738,0.148615793114075,0.148533464437705,0.148491908334725,0.120056245565265,0.120423569363866,0.12024096783154,0.120162420993225,0.1200625644243,0.447669325329368,0.448519415375754,0.44803310563688,0.447890059741196,0.447532997401534,-0.00153705308641693,-0.00128624390626151,-0.00138420688592563,-0.00146653556229542,-0.00150809166527517,0.0041922836413422,0.00417120385180188,0.00421353946420543,0.0041714478532742,0.00422077172953754,8.36643474710221,0.418684,0.581316,1.10714,1.075904
